word,answer,cosine_similarity
geur,ruiken,0.933
geur,lekker,0.611
scherp,pijn,0.594
scherp,steken,0.626
scherp,prikken,0.621
verbranden,vallen,0.592
verbranden,ongeluk,0.55
verbranden,neerstorten,0.634
geven,luisteren,0.632
geven,begrijpen,0.685
geven,praten,0.66
zwemmen,muis,0.503
zwemmen,zee,0.716
zwemmen,duiken,0.773
juichen,cheerleader,0.631
juichen,feesten,0.651
juichen,dansen,0.589
vliegtuig,vliegen,0.872
vliegtuig,zweven,0.716
vliegtuig,balanceren,0.527
snel,rennen,0.688
snel,snel,1.0
luidruchtig,schreeuwen,0.734
luidruchtig,roepen,0.653
luidruchtig,geluid,0.716
langzaam,langzaam,1.0
piepen,muis,0.579
piepen,rat,0.591
piepen,knagen,0.672
dik,dik,1.0
vangen,vangen,1.0
staan,schouders,0.612
staan,bovenlichaam,0.534
staan,model,0.54
zingen,zingen,1.0
glimlach,glimlach,1.0
heet,warm,0.856
heet,verbrand,0.708
heet,heet,1.0
klein,klein,1.0
sterk,sterk,1.0
huilen,huilen,1.0
eten,eten,1.0
jagen,schieten,0.735
jagen,doodschieten,0.676
jagen,jagen,1.0
rennen,rennen,1.0
auto,auto,1.0
koken,stoom,0.646
ver,vuurwerk,0.529
blij,idee,0.539
hoog,formule 1,
bang,koud,0.6
slang,slang,1.0
drinken,drinken,1.0
zuigen,slurpen,0.772
gek,verbaasd,0.617
olifant,olifant,1.0
vogel,duif,0.824
oud,moe,0.627
zoet,gapen,0.51
vangen,inhaleren,0.655
kauwen,smakken,0.65
vliegen,wind,0.628
zwemmen,vliegen,0.593
bloem,bloem,1.0
rijk,uitgeven,0.542
niet,afkeuren,0.599
geur,ruiken,0.933
verdrietig,huilen,0.695
scherp,verbranden,0.549
langzaam,traag,0.948
huilen,verdrietig,0.695
weten,ontdekken,0.781
haasten,haast,0.773
dansen,dansen,1.0
ik,ik,1.0
zoemen,bij,0.582
klein,klein,1.0
piepen,muis,0.579
verbranden,branden,0.959
ruiken,ruiken,1.0
kotsen,overgeven,0.887
zingen,zingen,1.0
telefoon,bellen,0.836
telefoon,telefoon,1.0
snel,rennen,0.688
snel,snel,1.0
vuur,heet,0.786
vuur,vulkaan,0.615
vuur,fornuis,0.735
hoorn,hoorns,0.897
hoorn,hoorn,1.0
bliksem,bliksem,1.0
zout,proeven,0.573
zout,suiker,0.672
zout,zout,1.0
stil,stil,1.0
likken,likken,1.0
vliegtuig,vliegtuig,1.0
bal,bal,1.0
walgen,afschuw,0.871
walgen,vies,0.677
walgen,smakeloos,0.65
ei,hoog,0.496
ei,aansteken,0.493
ei,ei,1.0
vrouw,dans,0.511
vrouw,vrouw,1.0
zwaar,dik,0.797
zwaar,moeilijk,0.876
zwaar,moeite,0.724
man,trots,0.536
man,aanzien,0.567
man,ego,0.543
ademen,ademen,1.0
vallen,vallen,1.0
juichen,juichen,1.0
zwaaien,groeten,0.613
zwaaien,zwaaien,1.0
boos,boos,1.0
groot,hoog,0.724
groot,groot,1.0
kat,kat,1.0
vis,vis,1.0
heet,verbranden,0.706
heet,heet,1.0
onweer,bliksem,0.846
onweer,onweer,1.0
bijten,bijten,1.0
geheim,stil,0.633
geheim,roddelen,0.606
geheim,doorvertellen,0.651
klok,klok,1.0
bitter,vies,0.708
bitter,proeven,0.568
bitter,beoordelen,0.521
berg,dak,0.585
berg,ver,0.555
berg,verbaasd,0.493
regen,regen,1.0
sterk,sterk,1.0
eten,eten,1.0
geven,uitdelen,0.797
geven,verzorgen,0.741
geven,weggeven,0.866
slapen,slapen,1.0
sneeuw,dier,0.558
sneeuw,onweer,0.69
sneeuw,eten,0.512
fiets,fietsen,0.975
koud,koud,1.0
hond,hond,1.0
luidruchtig,oud,0.533
luidruchtig,praten,0.562
luidruchtig,pas,0.512
zuur,vies,0.623
zuur,eten,0.545
zuur,pittig,0.696
springen,uitgeput,0.505
springen,zwaar,0.511
springen,groot,0.556
staan,lopen,0.716
staan,wind,0.536
staan,lucht,0.521
lopen,lopen,1.0
eend,eend,1.0
glimlach,denken,0.539
glimlach,weten,0.542
glimlach,verbaasd,0.592
kind,baby,0.881
kind,kind,1.0
misschien,twijfelen,0.642
misschien,nadenken,0.712
misschien,beslissen,0.598
ziek,ziek,1.0
blazen,blazen,1.0
kruipen,baby,0.523
kruipen,motor,0.513
kruipen,overlast,0.51
jagen,indiaan,0.554
jagen,schieten,0.735
jagen,vuurwerk,0.546
water,tractor,0.557
water,schenken,0.588
water,vooruit,0.489
bloem,geboorte,0.54
comfortabel,uitrusten,0.625
niet,ontkennen,0.63
geur,ruiken,0.933
verdrietig,huilen,0.695
scherp,bezeren,0.556
langzaam,vermoeid,0.619
huilen,verdriet,0.657
weten,idee,0.646
leeg,verbaasd,0.56
gek,schrikken,0.59
ik,ik,1.0
zoemen,bij,0.582
klein,schattig,0.686
piepen,mug,0.548
verbranden,prik,0.526
ruiken,geur,0.933
kotsen,kokhalzen,0.85
auto,motor,0.874
dansen,zingen,0.688
ver,nadenken,0.567
blij,juichen,0.74
hoog,peinzen,0.491
bang,kou,0.574
slang,slang,1.0
drinken,drinken,1.0
zuigen,likken,0.739
koken,fluisteren,0.529
haasten,laat,0.669
vogel,vliegen,0.717
oud,pijn,0.539
zoet,luisteren,0.504
vangen,weten,0.649
kauwen,proeven,0.565
vliegen,vliegen,1.0
zwemmen,snel,0.537
knippen,knippen,1.0
olifant,olifant,1.0
goed,goedkeuren,0.606
staart,flamingo,0.552
dik,zwanger,0.574
horen,horen,1.0
slaan,slaan,1.0
lachen,lachen,1.0
fluisteren,fluisteren,1.0
snijden,delen,0.649
rijk,geld,0.585
dood,dood,1.0
vlieg,zweven,0.738
vechten,slaan,0.654
grommen,eng,0.552
rennen,rennen,1.0
gooien,gooien,1.0
wind,geschrokken,0.523
glimlach,bang,0.549
glimlach,giechelen,0.781
glimlach,grinniken,0.781
zingen,zingen,1.0
vuur,wind,0.589
vuur,vliegen,0.555
vuur,stoten,0.552
piepen,piepen,1.0
ademen,ademen,1.0
eten,kauwen,0.748
eten,eten,1.0
vallen,vallen,1.0
vechten,schieten,0.603
vechten,schot,0.57
vechten,breken,0.549
rennen,hijgen,0.617
rennen,vliegen,0.631
rennen,wegrennen,0.861
sneeuw,fluisteren,0.516
sneeuw,wind,0.6
sneeuw,knagen,0.483
fiets,bellen,0.518
fiets,rennen,0.623
fiets,vechten,0.504
bitter,bijten,0.602
bitter,proeven,0.568
bitter,vies,0.708
ei,kuiken,0.755
ei,piepen,0.525
ei,vliegen,0.539
vlieg,vliegen,0.942
vlieg,bij,0.575
vlieg,vlieg,1.0
bliksem,schieten,0.62
bliksem,geweer,0.567
bliksem,schoten,0.588
stil,niks,0.61
stil,staan,0.62
stil,stilte,0.896
slapen,slapen,1.0
zwemmen,rennen,0.65
zwemmen,sprinten,0.653
zwemmen,snel,0.537
telefoon,,0.517
zwaaien,,0.467
ik,wijzen,0.561
ik,ik,1.0
hoog,hoog,1.0
regen,regen,1.0
bang,bang,1.0
ziek,ziek,1.0
grommen,grommen,1.0
gooien,gooien,1.0
klok,klok,1.0
bal,bal,1.0
kat,aaien,0.665
kat,kat,1.0
niet,niet,1.0
zout,bitter,0.638
zout,vies,0.586
zout,zuur,0.736
slang,zwemmen,0.585
slang,vis,0.606
slang,schildpad,0.634
dik,dik,1.0
slaan,slaan,1.0
lopen,lopen,1.0
vliegtuig,vliegtuig,1.0
geheim,fluisteren,0.645
geheim,geheim,1.0
boos,grommen,0.653
boos,boos,1.0
dood,dood,1.0
zwaar,zwaar,1.0
klein,klein,1.0
sterk,sterk,1.0
jagen,schieten,0.735
jagen,katapult,0.561
jagen,jagen,1.0
likken,likken,1.0
juichen,juichen,1.0
eend,pinguïn,0.683
eend,eend,1.0
kind,dwerg,0.61
kind,baby,0.881
kind,wieg,0.681
goed,goed,1.0
berg,ver,0.555
berg,groot,0.583
berg,uitzicht,0.586
verdrietig,huilen,0.695
verdrietig,verdriet,0.805
verdrietig,verdrietig,1.0
springen,schommel,0.635
springen,blij,0.563
springen,juichen,0.618
weten,weten,1.0
water,water,1.0
auto,auto,1.0
bloem,paal,0.549
kat,kat,1.0
vuur,vuur,1.0
zwaar,zwaar,1.0
man,sterk,0.535
piepen,parkeren,0.541
onweer,explosie,0.622
zuigen,spannend,0.488
leeg,weg,0.564
snijden,snijden,1.0
ver,zoeken,0.582
goed,goed,1.0
ademen,ademen,1.0
kruipen,kruipen,1.0
vechten,vechten,1.0
jagen,boogschieten,0.632
wind,wind,1.0
haasten,heet,0.567
gek,geluid,0.554
bitter,twijfelen,0.526
kind,zorgeloos,0.591
berg,koud,0.563
regen,storing,0.572
drinken,stilte,0.493
slapen,gapen,0.615
staan,blazen,0.533
dansen,rappen,0.639
koken,rennen,0.581
zoemen,bij,0.582
koud,koud,1.0
hoog,mooi,0.599
slang,slang,1.0
zuur,pijn,0.605
vangen,springen,0.608
geven,knikken,0.658
knippen,knippen,1.0
rijk,rijk,1.0
hond,aaien,0.656
vallen,vallen,1.0
grommen,eng,0.552
horen,luisteren,0.813
weten,idee,0.646
lachen,lachen,1.0
gooien,gooien,1.0
olifant,olifant,1.0
comfortabel,chillen,0.67
boos,boos,1.0
vogel,vliegen,0.717
walgen,kotsen,0.77
vis,slang,0.606
bliksem,duiken,0.508
verbranden,verbranden,1.0
water,water,1.0
fiets,fietsen,0.975
fiets,fiets,1.0
telefoon,telefoneren,0.972
telefoon,telefoon,1.0
ei,ei,1.0
snel,snel,1.0
geur,stank,0.935
geur,ruiken,0.933
geur,geuren,0.982
bang,schrikken,0.874
bang,bang,1.0
bijten,bijten,1.0
ruiken,ruiken,1.0
kotsen,overgeven,0.887
kotsen,kokhalzen,0.85
kotsen,spugen,0.946
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
geheim,fluisteren,0.645
geheim,stil,0.633
geheim,zwijgen,0.709
groot,groot,1.0
hoorn,ballon,0.55
hoorn,duivel,0.551
hoorn,engel,0.558
langzaam,laat,0.772
langzaam,opschieten,0.736
langzaam,wachten,0.562
klein,haasten,0.524
klein,klein,1.0
dik,dik,1.0
huilen,huilen,1.0
rennen,sprinten,0.9
rennen,rennen,1.0
zwaaien,vallen,0.673
zwaaien,begroeten,0.622
zwaaien,zwaaien,1.0
klok,klok,1.0
vlieg,zoemen,0.592
vlieg,vlieg,1.0
heet,koud,0.726
heet,kou,0.731
heet,uitgeput,0.543
oud,radeloos,0.539
oud,twijfelen,0.457
oud,aarzelen,0.456
zout,blazen,0.49
zout,vies,0.586
zout,proeven,0.573
ziek,hoesten,0.661
ziek,ziek,1.0
zoet,lekker,0.807
zoet,proeven,0.585
zoet,smaak,0.676
blazen,blazen,1.0
bal,kloppen,0.564
bal,juichen,0.536
bal,scoren,0.676
sneeuw,mooi,0.554
sneeuw,voorzichtig,0.498
sneeuw,sneeuw,1.0
blij,blij,1.0
niet,nee,0.873
niet,knikken,0.546
niet,afkeuren,0.599
scherp,verbranden,0.549
scherp,pijn,0.594
scherp,verwonden,0.539
eten,proeven,0.601
eten,lekker,0.697
eten,eten,1.0
springen,schudden,0.66
springen,reanimeren,0.549
springen,stotteren,0.532
zwemmen,wind,0.524
zwemmen,ontwijken,0.534
zwemmen,snel,0.537
lopen,zingen,0.586
lopen,neuriën,0.55
lopen,praten,0.584
glimlach,glimlachen,0.992
glimlach,lach,0.965
glimlach,glimlach,1.0
eend,vis,0.638
eend,haai,0.618
eend,kip,0.772
ik,ik,1.0
vrouw,sterk,0.539
vrouw,mooi,0.536
vrouw,zwanger,0.633
luidruchtig,luid,0.889
luidruchtig,zachter,0.646
luidruchtig,luidruchtig,1.0
misschien,onwetend,0.533
misschien,twijfel,0.612
misschien,gemiddeld,0.618
sterk,sterk,1.0
vliegen,vliegtuig,0.872
vliegen,vliegen,1.0
fluisteren,fluisteren,1.0
juichen,juichen,1.0
zingen,zingen,1.0
dood,dood,1.0
verdrietig,verdrietig,1.0
stil,stil,1.0
staart,poepen,0.553
staart,staart,1.0
kauwen,kauwen,1.0
slaan,slaan,1.0
likken,likken,1.0
bloem,bidden,0.533
olifant,olifant,1.0
koud,koud,1.0
vis,vis,1.0
goed,goed,1.0
zwaar,tillen,0.562
kruipen,graven,0.667
slaan,slaan,1.0
lopen,lopen,1.0
auto,sturen,0.539
gek,gek,1.0
kind,laag,0.534
regen,regen,1.0
langzaam,langzaam,1.0
drinken,drinken,1.0
vechten,vechten,1.0
horen,luisteren,0.813
kotsen,overgeven,0.887
comfortabel,lekker,0.72
snijden,trein,0.527
ik,stoot,0.536
snel,vliegen,0.595
sterk,opgelucht,0.616
dik,vies,0.634
weten,instemmen,0.661
lachen,lachen,1.0
slapen,slapen,1.0
koken,plassen,0.596
dansen,huppelen,0.705
vuur,wind,0.589
hoog,gapen,0.481
zout,plassen,0.578
slang,sissen,0.567
vliegen,gapen,0.526
jagen,schieten,0.735
rennen,schieten,0.661
leeg,zoeken,0.563
rijk,geld,0.585
oud,rugpijn,0.51
blazen,blazen,1.0
verbranden,verbrand,0.942
geven,geven,1.0
springen,springen,1.0
ruiken,ruiken,1.0
zwemmen,zwemmen,1.0
haasten,hardlopen,0.668
knippen,knippen,1.0
vrouw,stress,0.512
berg,hoog,0.641
scherp,prikken,0.621
ademen,ademen,1.0
huilen,huilen,1.0
gooien,gooien,1.0
wind,wind,1.0
sneeuw,schieten,0.546
sneeuw,verwarmen,0.591
sneeuw,kachel,0.548
telefoon,toeter,0.606
telefoon,gesprek,0.675
telefoon,bellen,0.836
boos,boos,1.0
niet,weigeren,0.62
niet,oneens,0.559
niet,ruzie,0.539
zuur,vies,0.623
zuur,heet,0.622
zuur,pijn,0.605
kauwen,kauwen,1.0
eten,eten,1.0
grommen,grommen,1.0
zuigen,smakken,0.685
zuigen,slurpen,0.772
zuigen,eten,0.594
eend,kwaken,0.758
eend,kikker,0.7
eend,eend,1.0
juichen,juichen,1.0
hoorn,stoomboot,0.551
hoorn,aankomen,0.513
hoorn,toeter,0.945
klein,schattig,0.686
klein,lief,0.66
klein,klein,1.0
staart,zwaaien,0.596
staart,aaien,0.562
staart,spelen,0.478
bijten,bijten,1.0
vallen,pijn,0.518
vallen,vallen,1.0
fluisteren,fluisteren,1.0
water,vissen,0.712
water,drinken,0.692
water,slikken,0.579
geheim,stilte,0.705
geheim,sussen,0.521
geheim,klaslokaal,0.499
glimlach,lachen,0.858
glimlach,glimlachen,0.992
dood,dood,1.0
blij,blij,1.0
heet,verbranden,0.706
heet,koud,0.726
heet,heet,1.0
luidruchtig,oorpijn,0.558
luidruchtig,luid,0.889
luidruchtig,kabaal,0.776
ziek,buikpijn,0.651
ziek,koorts,0.687
ziek,ziek,1.0
stil,verbaast,0.549
stil,nadenken,0.548
stil,ongeloof,0.547
piepen,aaien,0.577
piepen,borstelen,0.549
piepen,dood,0.515
zwaaien,zwaaien,1.0
bal,bal,1.0
groot,hoog,0.724
groot,berg,0.583
groot,enorm,0.897
zoemen,golven,0.649
zoemen,vis,0.491
zoemen,vogel,0.576
kat,kat,1.0
ei,poepen,0.532
ei,pannenkoek,0.672
ei,ei,1.0
bliksem,schudden,0.565
bliksem,smijten,0.563
bliksem,vallen,0.537
man,trouwen,0.637
man,kapper,0.615
man,bruid,0.678
staan,staan,1.0
zingen,zingen,1.0
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
vogel,vogel,1.0
bitter,vies,0.708
bitter,zuur,0.791
bitter,bitter,1.0
walgen,vies,0.677
walgen,kotsen,0.77
walgen,kokhalzen,0.728
vlieg,wesp,0.699
vlieg,vlieg,1.0
verdrietig,verdrietig,1.0
zoet,lekker,0.807
zoet,zoet,1.0
likken,likken,1.0
fiets,fietsen,0.975
fiets,fietsbel,
fiets,wielrennen,0.895
klok,klok,1.0
hond,hond,1.0
ver,ver,1.0
misschien,twijfelen,0.642
misschien,kiezen,0.579
misschien,onzeker,0.562
geur,ruiken,0.933
geur,geur,1.0
bang,eng,0.769
bang,bang,1.0
onweer,bliksem,0.846
onweer,donder,0.797
onweer,onweer,1.0
vangen,ontwijken,0.666
vangen,vangen,1.0
dansen,disco,0.794
auto,auto,1.0
boos,balen,0.813
koud,koud,1.0
ver,zuchten,0.553
zout,eten,0.58
eten,eten,1.0
horen,begrip,0.582
zwemmen,zweefvliegen,0.61
haasten,zweten,0.569
knippen,knippen,1.0
ei,breken,0.561
vis,vis,1.0
vlieg,bij,0.575
verdrietig,huilen,0.695
bang,schrikken,0.874
slang,afkeuring,0.494
zuur,vuurwerk,0.535
gek,dol,0.927
olifant,olifant,1.0
vogel,vogel,1.0
berg,klimmen,0.704
scherp,snijden,0.623
langzaam,slowmotion,
klein,kuikentje,0.643
slaan,slaan,1.0
weten,begrijpen,0.866
koken,koken,1.0
snijden,scherp,0.623
zoemen,bij,0.582
heet,verbranden,0.706
ziek,ziek,1.0
stil,stil,1.0
zoet,kiespijn,0.567
staart,paard,0.628
kruipen,kruipen,1.0
rijk,geld,0.585
leeg,zoeken,0.563
goed,goed,1.0
oud,bejaarde,0.799
drinken,drinken,1.0
springen,springen,1.0
likken,ijsje,0.589
slapen,slapen,1.0
lopen,wandelen,0.875
bloem,geven,0.532
comfortabel,knuffelen,0.607
hond,hond,1.0
snel,rennen,0.688
luidruchtig,schreeuwen,0.734
geur,geur,1.0
regen,regen,1.0
onweer,ster,0.538
wind,wind,1.0
zwaaien,puppy,0.502
zwaaien,zoemen,0.657
zwaaien,huppelen,0.679
glimlach,grinniken,0.781
glimlach,glimlachen,0.992
bitter,eten,0.502
bitter,smakken,0.552
bitter,dineren,0.477
blij,blij,1.0
hoog,verbaasd,0.509
hoog,bang,0.528
hoog,verbazing,0.529
niet,afkeuring,0.548
niet,fout,0.629
niet,nee,0.873
piepen,muisje,0.543
piepen,kuikentje,0.61
piepen,remmen,0.573
sterk,piraat,0.508
sterk,vechten,0.59
sterk,inspannen,0.596
ademen,zuchten,0.743
ademen,uitgeput,0.552
ademen,moe,0.569
vliegtuig,wind,0.598
vliegtuig,vliegen,0.872
vliegtuig,blazen,0.567
eend,kikker,0.7
eend,eend,1.0
ik,zucht,0.616
ik,kat,0.553
ik,uitbeelden,0.524
kat,kat,1.0
bliksem,vuurwerk,0.639
bliksem,ontploffing,0.634
bliksem,explosie,0.636
vallen,vallen,1.0
vechten,boksen,0.773
vechten,vechten,1.0
grommen,snurken,0.781
grommen,grommen,1.0
fluisteren,fluisteren,1.0
geheim,stil,0.633
geheim,fluisteren,0.645
geheim,luisteren,0.545
fiets,fietsen,0.975
fiets,fiets,1.0
groot,groot,1.0
man,man,1.0
vangen,basketbal,0.552
vangen,vangen,1.0
kauwen,bijten,0.856
kauwen,eten,0.748
kauwen,kauwen,1.0
huilen,huilen,1.0
zuigen,lolly,0.625
zuigen,sabbelen,0.877
zuigen,zuigen,1.0
gooien,gooien,1.0
bal,basketbal,0.847
bal,bal,1.0
sneeuw,sneeuw,1.0
walgen,walging,0.871
walgen,afgrijzen,0.851
walgen,walgen,1.0
vuur,vuur,1.0
hoorn,eenhoorn,0.672
hoorn,neushoorn,0.704
hoorn,paard,0.577
dik,breed,0.694
dik,dik,1.0
verbranden,verbranden,1.0
vliegen,vliegen,1.0
water,drinken,0.692
water,koffie,0.593
water,water,1.0
klok,klok,1.0
zingen,microfoon,0.629
zingen,zingen,1.0
dood,dood,1.0
zwaar,zwaar,1.0
bijten,bijten,1.0
jagen,schieten,0.735
jagen,jagen,1.0
rennen,rennen,1.0
ruiken,ruiken,1.0
kotsen,overgeven,0.887
kotsen,kotsen,1.0
juichen,feesten,0.651
juichen,juichen,1.0
telefoon,ophangen,0.566
telefoon,telefoon,1.0
kind,zitten,0.548
kind,kind,1.0
vrouw,borst,0.595
vrouw,vrouw,1.0
misschien,afvragen,0.676
misschien,onwetend,0.533
misschien,twijfelen,0.642
blazen,blazen,1.0
geven,geven,1.0
lachen,lachen,1.0
staan,staan,1.0
bloem,wereldvrede,0.538
rijk,luxe,0.697
koud,koud,1.0
ver,kijken,0.584
luidruchtig,schreeuwen,0.734
sterk,sterk,1.0
onweer,vallen,0.554
bijten,bijten,1.0
grommen,klauwen,0.628
gek,lachen,0.639
olifant,olifant,1.0
hoorn,haai,0.523
misschien,wispelturig,0.53
vechten,vechten,1.0
geven,bal,0.522
jagen,spion,0.625
slapen,slapen,1.0
water,drinken,0.692
comfortabel,gezellig,0.826
haasten,rennen,0.678
vogel,vogel,1.0
oud,oud persoon,
regen,regen,1.0
blazen,blazen,1.0
eten,eten,1.0
vliegen,vliegen,1.0
kotsen,overgeven,0.887
knippen,schaar,0.772
snijden,snijden,1.0
groot,reiken,0.593
zoemen,vlieg,0.592
dood,vermoorden,0.754
zwaar,tillen,0.562
ziek,ziek,1.0
langzaam,rennen,0.617
likken,kat,0.606
auto,gassen,0.683
dansen,neuriën,0.585
bitter,stoeien,0.486
blij,giechelen,0.624
hoog,koud,0.557
slang,slang,1.0
ademen,ademen,1.0
springen,tillen,0.617
fluisteren,fluisteren,1.0
koken,wind,0.545
leeg,zucht,0.596
vrouw,grinniken,0.479
vuur,zucht,0.591
verdrietig,lachen,0.599
bang,vallen,0.562
kruipen,rennen,0.67
huilen,schaap,0.546
weten,toestemmend,0.618
sneeuw,sneeuw,1.0
glimlach,glimlachen,0.992
ik,ik,1.0
ei,gebroken,0.542
ei,ei,1.0
bliksem,bliksem,1.0
horen,luisteren,0.813
horen,horen,1.0
slaan,slaan,1.0
rennen,rennen,1.0
zwemmen,zwemmen,1.0
fiets,fietsen,0.975
fiets,fiets,1.0
bal,hart,0.551
bal,bal,1.0
walgen,vies,0.677
walgen,afkeur,0.67
walgen,haat,0.812
vlieg,vliegen,0.942
vlieg,vlieg,1.0
berg,berg,1.0
stil,stil,1.0
staart,staart,1.0
vallen,vallen,1.0
ruiken,ruiken,1.0
juichen,juichen,1.0
geheim,fluisteren,0.645
geheim,afkeuren,0.492
geheim,roddelen,0.606
boos,auto,0.495
boos,bood,0.501
snel,snel,1.0
vis,wind,0.525
vis,zwemmen,0.717
vis,vis,1.0
goed,instemmen,0.627
goed,ja,0.697
goed,misschien,0.575
verbranden,pijn,0.559
verbranden,verbranden,1.0
vangen,kreunen,0.535
vangen,vallen,0.666
vangen,slaan,0.7
kauwen,eten,0.748
kauwen,happen,0.844
kauwen,knagen,0.904
klok,klok,1.0
eend,eend,1.0
heet,vermoeid,0.564
heet,zwaar,0.646
heet,inspanning,0.526
niet,afkeurend,0.539
niet,afkeuren,0.599
niet,fout,0.629
klein,springen,0.524
klein,gooien,0.525
klein,piepen,0.585
piepen,muis,0.579
piepen,piep,0.93
drinken,likken,0.597
drinken,drinken,1.0
gooien,gooien,1.0
lopen,stampen,0.662
lopen,rennen,0.867
lopen,lopen,1.0
zingen,zingen,1.0
zwaaien,zwaaien,1.0
kat,kat,1.0
geur,ruiken,0.933
geur,geur,1.0
zout,proeven,0.573
zout,koken,0.623
zout,kruiden,0.729
scherp,tandwiel,0.523
scherp,snijden,0.623
scherp,mes,0.632
zuur,zuur,1.0
zuigen,slurpen,0.772
zuigen,zuigen,1.0
wind,wind,1.0
telefoon,telefoon,1.0
vliegtuig,piloot,0.836
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
kind,vrolijk,0.552
kind,buiten,0.524
kind,zon,0.553
hond,hond,1.0
man,jongen,0.778
man,man,1.0
zoet,snoepje,0.87
zoet,snoep,0.89
zoet,eten,0.646
dik,dik,1.0
lachen,lachen,1.0
staan,kleren,0.519
staan,mens,0.583
staan,staan,1.0
comfortabel,opgelucht,0.633
koken,koken,1.0
vuur,pijn,0.545
hoog,onder de indruk,
heet,pijn,0.56
verdrietig,huilen,0.695
slang,slang,1.0
eten,eten,1.0
lachen,lachen,1.0
rijk,geld,0.585
auto,autorijden,0.913
vis,vis,1.0
goed,blij,0.697
oud,oud,1.0
ziek,verkouden,0.64
klein,klein,1.0
vangen,vangen,1.0
gooien,werpen,0.968
leeg,zucht,0.596
haasten,sporten,0.524
kat,kat,1.0
dood,verslikken,0.556
scherp,fluisteren,0.506
verbranden,verrast,0.491
vechten,aanmoedigen,0.545
weten,denken,0.816
staan,luisteren,0.6
olifant,knorren,0.565
snijden,snijden,1.0
ei,slaan,0.544
blij,giechelen,0.624
hoorn,crashen,0.506
bijten,eten,0.698
blazen,vliegen,0.582
kauwen,eten,0.748
vallen,vallen,1.0
bloem,plukken,0.564
dansen,dansen,1.0
ver,kijken,0.584
misschien,denken,0.784
niet,fout,0.629
onweer,vuurwerk,0.616
jagen,schieten,0.735
fluisteren,fluisteren,1.0
wind,duwen,0.526
gek,uitlachen,0.633
knippen,knippen,1.0
zoemen,zweven,0.641
luidruchtig,groots,0.615
man,dominant,0.526
zout,walgen,0.546
kruipen,kruipen,1.0
slapen,slapen,1.0
zwemmen,zwemmen,1.0
vliegtuig,vliegen,0.872
vliegtuig,zweven,0.716
vliegtuig,hoogte,0.592
glimlach,blij,0.687
glimlach,mond,0.703
glimlach,glimlach,1.0
walgen,stank,0.679
walgen,vies,0.677
walgen,raar,0.562
vlieg,bij,0.575
vlieg,vlieg,1.0
dik,dik,1.0
huilen,huilen,1.0
vliegen,vliegen,1.0
slaan,vechten,0.654
slaan,slaan,1.0
kotsen,kotsen,1.0
zwaaien,zwaaien,1.0
juichen,juichen,1.0
boos,boos,1.0
groot,hoog,0.724
groot,groot,1.0
vrouw,lichaam,0.598
vrouw,vrouw,1.0
bliksem,explosie,0.636
bliksem,vallen,0.537
bliksem,vuurwerk,0.639
regen,douchen,0.685
regen,regendans,1.0
regen,douche,0.687
sterk,sterk,1.0
geven,geven,1.0
bal,dier,0.541
bal,doelpunt,0.71
bal,schot,0.607
geheim,plassen,0.526
geheim,muis,0.52
geheim,fluisteren,0.645
vogel,wind,0.576
vogel,juichen,0.51
vogel,blazen,0.534
bitter,vies,0.708
bitter,kotsen,0.566
bitter,spugen,0.569
hond,hond,1.0
geur,zuur,0.619
geur,spray,0.683
geur,verkouden,0.525
zoet,lekker,0.807
zoet,eten,0.646
zoet,smaakvol,0.709
ademen,ademen,1.0
lopen,spray,0.517
lopen,hout,0.528
lopen,sporten,0.583
fiets,wind,0.519
fiets,gooien,0.484
fiets,sporten,0.612
klok,hout,0.548
klok,wekker,0.761
klok,klok,1.0
koud,koud,1.0
stil,staan,0.62
stil,stilte,0.896
langzaam,lopen,0.614
langzaam,rijden,0.585
langzaam,vliegen,0.536
staart,snel,0.539
staart,wind,0.552
staart,rennen,0.555
drinken,drinken,1.0
springen,springen,1.0
water,spugen,0.622
water,drinken,0.692
water,water,1.0
zingen,zingen,1.0
sneeuw,gooien,0.514
sneeuw,sneeuwbal,0.836
sneeuw,sneeuw,1.0
ik,vrouw,0.645
ik,vrouw,0.645
ik,winnaar,0.52
zwaar,optillen,0.548
zwaar,zwaar,1.0
berg,skiën,0.719
berg,gras,0.572
berg,klimmen,0.704
horen,luisteren,0.813
horen,horen,1.0
likken,likken,1.0
ruiken,ruiken,1.0
zuigen,inademen,0.745
zuigen,zuigen,1.0
eend,eend,1.0
telefoon,bellen,0.836
telefoon,telefoon,1.0
kind,kind,1.0
snel,rennen,0.688
snel,snel,1.0
bang,bang,1.0
zuur,vies,0.623
zuur,walgen,0.606
zuur,bitter,0.791
piepen,kuiken,0.6
piepen,kraken,0.713
piepen,oud,0.497
grommen,boos,0.653
grommen,brullen,0.959
grommen,gevaarlijk,0.473
rennen,rennen,1.0
bloem,vuurwerk,0.59
knippen,knippen,1.0
ik,ik,1.0
kat,kat,1.0
ziek,ziek,1.0
bijten,bijten,1.0
vliegen,vliegen,1.0
kotsen,kotsen,1.0
lopen,lopen,1.0
gek,gek,1.0
snijden,snijden,1.0
bitter,eten,0.502
blij,lachen,0.673
